16,0
17,0
18,1
19,0
20,2
21,1
22,0
23,0
24,1
25,2
26,0
27,1
28,0
29,0
30,3
31,0
32,0
33,1
34,0
35,2
36,1
37,0
38,0
39,1
40,2
41,0
42,1
43,0
44,0
45,3
46,0
47,0
48,1
49,0
50,2
51,1
52,0
53,0
54,1
55,2
56,0
57,1
58,0
59,0
60,3
61,0
62,0
63,1
64,0
65,2
66,1
67,0
68,0
69,1
70,2
71,0
72,1
73,0
74,0
75,3
76,0
77,0
78,1
79,0
80,2
81,1
82,0
83,0
84,1
85,2
86,0
87,1
88,0
89,0
90,3
91,0
92,0
93,1
94,0
95,2
96,1
97,0
98,0
99,1
100,2
101,0
102,1
103,0
104,0
105,3
106,0
107,0
108,1
109,0
110,2
111,1
112,0
113,0
114,1
115,2
116,0
117,1
118,0
119,0
120,3
121,0
122,0
123,1
124,0
125,2
126,1
127,0
128,0
129,1
130,2
131,0
132,1
133,0
134,0
135,3
136,0
137,0
138,1
139,0
140,2
141,1
142,0
143,0
144,1
145,2
146,0
147,1
148,0
149,0
150,3
151,0
152,0
153,1
154,0
155,2
156,1
157,0
158,0
159,1
160,2
161,0
162,1
163,0
164,0
165,3
166,0
167,0
168,1
169,0
170,2
171,1
172,0
173,0
174,1
175,2
176,0
177,1
178,0
179,0
180,3
181,0
182,0
183,1
184,0
185,2
186,1
187,0
188,0
189,1
190,2
191,0
192,1
193,0
194,0
195,3
196,0
197,0
198,1
199,0
200,2
201,1
202,0
203,0
204,1
205,2
206,0
207,1
208,0
209,0
210,3
211,0
212,0
213,1
214,0
215,2
216,1
217,0
218,0
219,1
220,2
221,0
222,1
223,0
224,0
225,3
226,0
227,0
228,1
229,0
230,2
231,1
232,0
233,0
234,1
235,2
236,0
237,1
238,0
239,0
240,3
241,0
242,0
243,1
244,0
245,2
246,1
247,0
248,0
249,1
250,2
251,0
252,1
253,0
254,0
255,3
256,0
257,0
258,1
259,0
260,2
261,1
262,0
263,0
264,1
265,2
266,0
267,1
268,0
269,0
270,3
271,0
272,0
273,1
274,0
275,2
276,1
277,0
278,0
279,1
280,2
281,0
282,1
283,0
284,0
285,3
286,0
287,0
288,1
289,0
290,2
291,1
292,0
293,0
294,1
295,2
296,0
297,1
298,0
299,0
300,3
301,0
302,0
303,1
304,0
305,2
306,1
307,0
308,0
309,1
310,2
311,0
312,1
313,0
314,0
315,3
316,0
317,0
318,1
319,0
320,2
321,1
322,0
323,0
324,1
325,2
326,0
327,1
328,0
329,0
330,3
331,0
332,0
333,1
334,0
335,2
336,1
337,0
338,0
339,1
340,2
341,0
342,1
343,0
344,0
345,3
346,0
347,0
348,1
349,0
350,2
351,1
352,0
353,0
354,1
355,2
356,0
357,1
358,0
359,0
360,3
361,0
362,0
363,1
364,0
365,2
366,1
367,0
368,0
369,1
370,2
371,0
372,1
373,0
374,0
375,3
376,0
377,0
378,1
379,0
380,2
381,1
382,0
383,0
384,1
385,2
386,0
387,1
388,0
389,0
390,3
391,0
392,0
393,1
394,0
395,2
396,1
397,0
398,0
399,1
400,2
401,0
402,1
403,0
404,0
405,3
406,0
407,0
408,1
409,0
410,2
411,1
412,0
413,0
414,1
415,2
416,0
417,1
418,0
419,0
420,3
421,0
422,0
423,1
424,0
425,2
426,1
427,0
428,0
429,1
430,2
431,0
432,1
433,0
434,0
435,3
436,0
437,0
438,1
439,0
440,2
441,1
442,0
443,0
444,1
445,2
446,0
447,1
448,0
449,0
450,3
451,0
452,0
453,1
454,0
455,2
456,1
457,0
458,0
459,1
460,2
461,0
462,1
463,0
464,0
465,3
466,0
467,0
468,1
469,0
470,2
471,1
472,0
473,0
474,1
475,2
476,0
477,1
478,0
479,0
480,3
481,0
482,0
483,1
484,0
485,2
486,1
487,0
488,0
489,1
490,2
491,0
492,1
493,0
494,0
495,3
496,0
497,0
498,1
499,0
500,2
501,1
502,0
503,0
504,1
505,2
506,0
507,1
508,0
509,0
510,3
511,0
512,0
513,1
514,0
515,2
516,1
517,0
518,0
519,1
520,2
521,0
522,1
523,0
524,0
525,3
526,0
527,0
528,1
529,0
530,2
531,1
532,0
533,0
534,1
535,2
536,0
537,1
538,0
539,0
540,3
541,0
542,0
543,1
544,0
545,2
546,1
547,0
548,0
549,1
550,2
551,0
552,1
553,0
554,0
555,3
556,0
557,0
558,1
559,0
560,2
561,1
562,0
563,0
564,1
565,2
566,0
567,1
568,0
569,0
570,3
571,0
572,0
573,1
574,0
575,2
576,1
577,0
578,0
579,1
580,2
581,0
582,1
583,0
584,0
585,3
586,0
587,0
588,1
589,0
590,2
591,1
592,0
593,0
594,1
595,2
596,0
597,1
598,0
599,0
600,3
601,0
602,0
603,1
604,0
605,2
606,1
607,0
608,0
609,1
610,2
611,0
612,1
613,0
614,0
615,3
616,0
617,0
618,1
619,0
620,2
621,1
622,0
623,0
624,1
625,2
626,0
627,1
628,0
629,0
630,3
631,0
632,0
633,1
634,0
635,2
636,1
637,0
638,0
639,1
640,2
641,0
642,1
643,0
644,0
645,3
646,0
647,0
648,1
649,0
650,2
651,1
652,0
653,0
654,1
655,2
656,0
657,1
658,0
659,0
660,3
661,0
662,0
663,1
664,0
665,2
666,1
667,0
668,0
669,1
670,2
671,0
672,1
673,0
674,0
675,3
676,0
677,0
678,1
679,0
680,2
681,1
682,0
683,0
684,1
685,2
686,0
687,1
688,0
689,0
690,3
691,0
692,0
693,1
694,0
695,2
696,1
697,0
698,0
699,1
700,2
701,0
702,1
703,0
704,0
705,3
706,0
707,0
708,1
709,0
710,2
711,1
712,0
713,0
714,1
715,2
716,0
717,1
718,0
719,0
720,3
721,0
722,0
723,1
724,0
725,2
726,1
727,0
728,0
729,1
730,2
731,0
732,1
733,0
734,0
735,3
736,0
737,0
738,1
739,0
740,2
741,1
742,0
743,0
744,1
745,2
746,0
747,1
748,0
749,0
